Date,S33,S33Nm,PER,PBR,PERCount,PBRCount
2023-12-15,3350,ゴム製品,9.72629139319371,0.7970411065569337,16,17
2023-12-22,3350,ゴム製品,9.585963931117885,0.7743303016211188,16,17
2023-12-29,3350,ゴム製品,9.845066892776481,0.7948781727535228,16,17
2024-01-05,3350,ゴム製品,10.007259595360651,0.8067743086722831,16,17
2024-01-12,3350,ゴム製品,10.308204877180465,0.8327295143132144,16,17
2024-01-19,3350,ゴム製品,10.303422019829803,0.8251592460012761,16,17
2024-01-26,3350,ゴム製品,10.439729828199882,0.8742534422785965,15,16
2024-02-02,3350,ゴム製品,10.173644574230416,0.8229963121978651,16,17
2024-02-09,3350,ゴム製品,9.982441449526975,0.8013669741637557,16,17
2024-02-16,3350,ゴム製品,10.039932000214716,0.83790139932794,16,17
2024-02-22,3350,ゴム製品,10.244454476112743,0.8868061502614775,16,17
2024-03-01,3350,ゴム製品,10.070318366135012,0.858332717495729,16,17
2024-03-08,3350,ゴム製品,10.257245254187835,0.8389881715709075,16,17
2024-03-15,3350,ゴム製品,10.235895607844736,0.858767426392916,16,17
2024-03-22,3350,ゴム製品,10.744673462397317,0.9078895317750469,16,17
2024-03-29,3350,ゴム製品,10.77364168912279,0.8750690100374284,16,17
2024-04-05,3350,ゴム製品,10.080138702013027,0.8543588523473239,16,17
2024-04-12,3350,ゴム製品,10.951842485751804,0.8846195593183546,16,17
2024-04-19,3350,ゴム製品,10.280804623512285,0.860649806432939,16,17
2024-04-26,3350,ゴム製品,10.074446874241879,0.8608476537575567,16,17
2024-05-02,3350,ゴム製品,10.09413603677033,0.8820243523924205,16,17
2024-05-10,3350,ゴム製品,10.242799277035687,0.888327631401632,16,17
2024-05-17,3350,ゴム製品,10.169420232172186,0.8057504479105,16,17
2024-05-24,3350,ゴム製品,10.07478504332742,0.7907458282043548,16,17
2024-05-31,3350,ゴム製品,9.963306970647803,0.8563695799264688,16,17
2024-06-07,3350,ゴム製品,10.131055771825686,0.8855227184786263,16,17
2024-06-14,3350,ゴム製品,10.430348397494434,0.9020152619459932,16,17
2024-06-21,3350,ゴム製品,10.034222351102008,0.8779107753398415,16,17
2024-06-28,3350,ゴム製品,10.10934967241175,0.881716746909234,16,17
2024-07-05,3350,ゴム製品,10.10217257100706,0.8766421181500441,16,17
2024-07-12,3350,ゴム製品,10.090120100784496,0.8741048037704492,16,17
2024-07-19,3350,ゴム製品,10.289523855369799,0.8436570312153101,16,17
2024-07-26,3350,ゴム製品,10.156703424260012,0.8171504870254327,15,16
2024-08-02,3350,ゴム製品,9.477980185214811,0.7474668083266024,16,17
2024-08-09,3350,ゴム製品,8.563720230592768,0.699443217112718,16,17
2024-08-16,3350,ゴム製品,9.097504352872896,0.7593605556416047,17,17
2024-08-23,3350,ゴム製品,8.91473852640134,0.751208536794137,17,17
2024-08-30,3350,ゴム製品,9.315147997678467,0.7744417905094196,17,17
2024-09-06,3350,ゴム製品,9.14103308183401,0.7237690495421395,17,17
2024-09-13,3350,ゴム製品,9.063648674792029,0.711920170149908,17,17
2024-09-20,3350,ゴム製品,8.89920680982782,0.7178446098460237,17,17
2024-09-27,3350,ゴム製品,9.673827921547005,0.7538697419104048,16,16
2024-10-04,3350,ゴム製品,9.762763959240043,0.7643422229418251,16,16
2024-10-11,3350,ゴム製品,9.232214969649252,0.742529775246506,17,17
2024-10-18,3350,ゴム製品,9.371904604678333,0.7395675553984481,17,17
2024-10-25,3350,ゴム製品,9.09252533462017,0.7109327635338887,17,17
2024-11-01,3350,ゴム製品,9.410001777868082,0.7277186760062166,17,17
2024-11-08,3350,ゴム製品,9.651283874736494,0.7353121000415752,17,17
2024-11-15,3350,ゴム製品,9.02185921801507,0.7553370357161054,16,17
2024-11-22,3350,ゴム製品,9.086247052161514,0.7532141098147112,16,17
2024-11-29,3350,ゴム製品,8.887924081519706,0.7031116255940784,16,17
2024-12-06,3350,ゴム製品,8.884600559504417,0.7220070990642143,16,17
2024-12-13,3350,ゴム製品,9.121913248832834,0.7576722542076392,16,17
2024-12-20,3350,ゴム製品,8.925413510579848,0.7457838691598309,16,17
2024-12-27,3350,ゴム製品,8.91089122046111,0.7540632801752688,16,17
2024-12-30,3350,ゴム製品,9.160379183594506,0.8101323481954436,15,16
2025-01-10,3350,ゴム製品,8.91993109961502,0.7351692396528592,16,17
2025-01-17,3350,ゴム製品,9.189398336235248,0.7781499518435734,15,16
2025-01-24,3350,ゴム製品,8.91690509276535,0.7510911839133168,16,17
2025-01-31,3350,ゴム製品,8.917228035527703,0.7710466873864236,16,17
2025-02-07,3350,ゴム製品,9.068269419668313,0.7583091319780575,16,17
2025-02-14,3350,ゴム製品,9.145869607274134,0.7630945384396157,15,16
2025-02-21,3350,ゴム製品,9.592736230851962,0.711920170149908,16,17
2025-02-28,3350,ゴム製品,9.548392744682616,0.7059957304537923,16,17
2025-03-07,3350,ゴム製品,10.083055306874503,0.742529775246506,16,17
2025-03-14,3350,ゴム製品,10.068498007393167,0.7562516536114875,16,17
2025-03-21,3350,ゴム製品,10.158200196126572,0.7895243211173203,16,17
2025-03-28,3350,ゴム製品,9.80533601166125,0.7801037465825362,16,17
2025-04-04,3350,ゴム製品,8.660850747651972,0.6832853782853486,16,17
2025-04-11,3350,ゴム製品,8.748490296168146,0.6763735319732136,16,17
2025-04-18,3350,ゴム製品,9.570084171148,0.7020461039897151,16,17
2025-04-25,3350,ゴム製品,9.655674449807925,0.7208068296940816,16,17
2025-05-02,3350,ゴム製品,9.834687418110454,0.7428223239555188,16,17
2025-05-09,3350,ゴム製品,9.80891058259196,0.7576547179039022,16,17
2025-05-16,3350,ゴム製品,9.6261233921145,0.7744433688286544,16,17
2025-05-23,3350,ゴム製品,9.534535623141133,0.7716616038544135,16,17
2025-05-30,3350,ゴム製品,9.686976247514867,0.7866831347153141,16,17
2025-06-06,3350,ゴム製品,9.427463483070891,0.7989229006019739,16,17
2025-06-13,3350,ゴム製品,9.276862162663853,0.7822323107565288,16,17
2025-06-20,3350,ゴム製品,9.2322531527262,0.8077445755905391,16,17
2025-06-27,3350,ゴム製品,9.508955638443208,0.8292867654460652,16,17
2025-07-04,3350,ゴム製品,9.723369957657887,0.8178389024268117,16,17
2025-07-11,3350,ゴム製品,9.67910965740996,0.8178389024268117,16,17
2025-07-18,3350,ゴム製品,9.688092895922829,0.8400722869619822,16,17
2025-07-25,3350,ゴム製品,10.061311542566674,0.8508578084778993,16,17
2025-08-01,3350,ゴム製品,10.144222232615961,0.8616433299938162,16,17
2025-08-08,3350,ゴム製品,9.929742818429517,0.8581529191190873,16,17
2025-08-15,3350,ゴム製品,9.909702959525674,0.9406940190600777,16,17
2025-08-22,3350,ゴム製品,10.18219750321777,0.9333448470361708,16,17
2025-08-29,3350,ゴム製品,10.263911499702484,0.9333448470361708,16,17
2025-09-05,3350,ゴム製品,10.480359688691031,0.9370194330481242,16,17
2025-09-12,3350,ゴム製品,11.018444924805252,0.9436135792204671,16,17
2025-09-19,3350,ゴム製品,10.84574420965302,0.9566358472988811,16,17
2025-09-26,3350,ゴム製品,10.908037127854943,0.9426118662913583,16,17
2025-10-03,3350,ゴム製品,10.774868472394967,0.9145639042763125,16,17
2025-10-10,3350,ゴム製品,10.795236359975732,0.9065502008434423,16,17
2025-10-17,3350,ゴム製品,10.559176541910674,0.8744953871119615,16,17
2025-10-24,3350,ゴム製品,11.248762351708102,0.890522793977702,16,17
2025-10-31,3350,ゴム製品,11.093846002414011,0.8805056646866142,16,17
2025-11-07,3350,ゴム製品,10.979311186484704,0.8965330715523545,16,17
2025-11-14,3350,ゴム製品,10.902445680362124,0.881507377615723,16,17
2025-11-21,3350,ゴム製品,10.81647136349683,0.8489927910898611,16,17
2025-11-28,3350,ゴム製品,11.34567583109763,0.8698411815941143,16,17
2025-12-05,3350,ゴム製品,10.986148346751195,0.8821976329152622,16,17
2025-12-12,3350,ゴム製品,11.45362834997178,0.9693454188850642,16,17
2025-12-19,3350,ゴム製品,11.362400146564742,0.9798666777834685,16,17
2025-12-26,3350,ゴム製品,11.221492322034173,0.9921745655514133,16,17
2025-12-30,3350,ゴム製品,11.140289381660182,0.9582286170301464,16,17
2026-01-09,3350,ゴム製品,11.492838378279576,0.9903009302214489,16,17
2026-01-16,3350,ゴム製品,12.035735929786853,1.0527214327969476,16,17
2026-01-23,3350,ゴム製品,11.702532274142026,1.0322744579566523,16,17
2026-01-30,3350,ゴム製品,11.534084855786844,0.9886013078123325,16,17
2026-02-06,3350,ゴム製品,13.983441959412147,1.0454197204007503,16,17
2026-02-13,3350,ゴム製品,13.542272211479737,0.975980384959845,16,17
2026-02-20,3350,ゴム製品,13.760884423656204,1.0252094973350065,16,17
2026-02-27,3350,ゴム製品,14.02196902196825,1.124423319657749,16,17
2026-03-06,3350,ゴム製品,13.575664645037083,1.002499747577509,16,17
2026-03-13,3350,ゴム製品,12.84645198248532,0.9385527165249531,16,17
2026-03-19,3350,ゴム製品,12.652753039064898,0.9279968669014451,16,17
2026-03-27,3350,ゴム製品,12.640784531395168,0.9478846995254457,16,17
2026-04-03,3350,ゴム製品,12.839713120097656,0.9211126171469833,16,17
2026-04-10,3350,ゴム製品,13.013564395974656,0.9705262320512311,16,17
2026-04-17,3350,ゴム製品,12.470225677872257,0.996227431134555,16,17
2026-04-24,3350,ゴム製品,12.06861335437572,0.9657837488870463,16,17
2021-04-30,3400,ガラス･土石製品,12.738150023009663,1.6641927888301922,9,4
2021-05-07,3400,ガラス･土石製品,12.690697357884996,0.7465258761187687,16,12
2021-05-14,3400,ガラス･土石製品,11.329709817586313,0.578853294361302,38,36
2021-05-21,3400,ガラス･土石製品,11.565186662353092,0.5845504519844145,40,37
2021-05-28,3400,ガラス･土石製品,11.323801653049754,0.5618250768832398,40,38
2021-06-04,3400,ガラス･土石製品,11.301636750185915,0.5510778369959011,40,38
2021-06-11,3400,ガラス･土石製品,11.44685389264131,0.5623171542861166,41,39
2021-06-18,3400,ガラス･土石製品,11.553501599715606,0.5641699290943081,41,39
2021-06-25,3400,ガラス･土石製品,11.34020618556701,0.5762129653475527,41,39
2021-07-02,3400,ガラス･土石製品,11.482403128332741,0.5576852172656378,41,39
2021-07-09,3400,ガラス･土石製品,11.21590327374631,0.5524974478027017,42,39
2021-07-16,3400,ガラス･土石製品,11.514165989117519,0.5895209582570873,43,40
2021-07-21,3400,ガラス･土石製品,11.162460007109848,0.5819317294727131,43,39
2021-07-30,3400,ガラス･土石製品,11.301636750185915,0.5791116437632031,44,40
2021-08-06,3400,ガラス･土石製品,10.988377677456537,0.6065365612550908,45,40
2021-08-13,3400,ガラス･土石製品,10.262642708747158,0.665770243796804,44,39
2021-08-20,3400,ガラス･土石製品,10.373643261934493,0.5969991832012884,45,40
2021-08-27,3400,ガラス･土石製品,10.237733940313607,0.6787985245964253,43,38
2021-09-03,3400,ガラス･土石製品,10.370734846047577,0.610824633792332,45,40
2021-09-10,3400,ガラス･土石製品,10.862777010276112,0.6225665615124489,45,40
2021-09-17,3400,ガラス･土石製品,10.900626407524461,0.6128120378723904,45,40
2021-09-24,3400,ガラス･土石製品,11.05127497008193,0.6077274443690512,45,40
2021-10-01,3400,ガラス･土石製品,10.0994430505185,0.6120928252075793,44,39
2021-10-08,3400,ガラス･土石製品,10.283769519201362,0.6200766446668086,44,39
2021-10-15,3400,ガラス･土石製品,10.513829729875452,0.6208020000544561,45,40
2021-10-22,3400,ガラス･土石製品,10.265811182401466,0.615908781608644,45,40
2021-10-29,3400,ガラス･土石製品,10.27552407007375,0.6156411894116812,44,39
2021-11-05,3400,ガラス･土石製品,10.01562165494792,0.6236250088709105,44,39
2021-11-12,3400,ガラス･土石製品,9.998577673674465,0.6484711828670208,44,39
2021-11-19,3400,ガラス･土石製品,10.202978992199274,0.6243851103605315,44,39
2021-11-26,3400,ガラス･土石製品,9.834097358655315,0.6374263913333694,45,40
2021-12-03,3400,ガラス･土石製品,9.511056173602526,0.6357897464670644,45,40
2021-12-10,3400,ガラス･土石製品,9.77275096424476,0.6383134823843949,45,40
2021-12-17,3400,ガラス･土石製品,9.877755948482864,0.6651461561407441,45,41
2021-12-24,3400,ガラス･土石製品,9.70312158917267,0.6568086695038824,45,41
2021-12-30,3400,ガラス･土石製品,10.11787819253438,0.6549558946956909,45,41
2022-01-07,3400,ガラス･土石製品,9.954158480681073,0.6605142191202654,45,41
2022-01-14,3400,ガラス･土石製品,9.986902423051735,0.6531031198874995,45,41
2022-01-21,3400,ガラス･土石製品,9.877755948482864,0.6605142191202654,45,41
2022-01-28,3400,ガラス･土石製品,9.501751322627744,0.6414394877695277,44,40
2022-02-04,3400,ガラス･土石製品,9.307072278999243,0.6315041372658511,44,41
2022-02-10,3400,ガラス･土石製品,9.243387706202192,0.6435294252730768,45,44
2022-02-18,3400,ガラス･土石製品,9.550333443512972,0.6664817791162964,46,46
2022-02-25,3400,ガラス･土石製品,9.041372206710562,0.67088755497723,46,46
2022-03-04,3400,ガラス･土石製品,8.90203978846638,0.687875519950701,45,45
2022-03-11,3400,ガラス･土石製品,8.57796416317194,0.6472467924927732,45,46
2022-03-18,3400,ガラス･土石製品,8.957699751175006,0.6457356204243785,47,47
2022-03-25,3400,ガラス･土石製品,9.265971258167731,0.6853254522768515,46,46
2022-04-01,3400,ガラス･土石製品,9.142014560869965,0.659022361585374,47,47
2022-04-08,3400,ガラス･土石製品,8.8339577933153,0.6510503168887767,46,47
2022-04-15,3400,ガラス･土石製品,8.7668091316585,0.6310107611448614,45,46
2022-04-22,3400,ガラス･土石製品,9.043052225581151,0.6647107693937504,47,48
2022-04-28,3400,ガラス･土石製品,8.874505289040492,0.6707044805653186,46,47
2022-05-06,3400,ガラス･土石製品,8.940988470496183,0.6574973574268889,46,47
2022-05-13,3400,ガラス･土石製品,9.24763900937156,0.5806105496331164,46,47
2022-05-20,3400,ガラス･土石製品,9.03566638192067,0.5691109976944075,44,46
2022-05-27,3400,ガラス･土石製品,9.165530918626127,0.5719576353315797,46,47
2022-06-03,3400,ガラス･土石製品,9.339789998561635,0.5589782638792746,45,47
2022-06-10,3400,ガラス･土石製品,9.408346737265521,0.5581032155280231,44,46
2022-06-17,3400,ガラス･土石製品,9.316451480218507,0.5681732045075707,46,48
2022-06-24,3400,ガラス･土石製品,9.669361573069718,0.5622066236338299,46,48
2022-07-01,3400,ガラス･土石製品,9.107168337631563,0.5658842956174559,44,46
2022-07-08,3400,ガラス･土石製品,9.450920232353734,0.5755837084026827,46,48
2022-07-15,3400,ガラス･土石製品,9.69783262142066,0.5953879568335623,45,46
2022-07-22,3400,ガラス･土石製品,10.314823603860148,0.5977032239472096,45,46
2022-07-29,3400,ガラス･土石製品,9.30725503420368,0.5986865690553937,45,46
2022-08-05,3400,ガラス･土石製品,9.317552253840342,0.567677041453976,45,47
2022-08-12,3400,ガラス･土石製品,10.26736275905711,0.5488548583818945,45,47
2022-08-19,3400,ガラス･土石製品,10.68089945042465,0.543027177204142,46,48
2022-08-26,3400,ガラス･土石製品,10.492943290960369,0.5462349491990008,46,48
2022-09-02,3400,ガラス･土石製品,9.871412053702684,0.5509765584289397,46,48
2022-09-09,3400,ガラス･土石製品,10.280172923667457,0.5373933029424804,46,48
2022-09-16,3400,ガラス･土石製品,10.353954025933193,0.5519020257452635,46,48
2022-09-22,3400,ガラス･土石製品,10.173012941724496,0.5309345080437435,46,48
2022-09-30,3400,ガラス･土石製品,9.992505050975552,0.519859772068598,46,48
2022-10-07,3400,ガラス･土石製品,10.01689529487799,0.5325142455438416,44,46
2022-10-14,3400,ガラス･土石製品,9.622885722769855,0.5227579187137112,46,48
2022-10-21,3400,ガラス･土石製品,9.307885344310593,0.5465229417185176,44,46
2022-10-28,3400,ガラス･土石製品,9.652509652509654,0.5222536532058373,45,48
2022-11-04,3400,ガラス･土石製品,10.009487938327338,0.5230975647294924,46,48
2022-11-11,3400,ガラス･土石製品,9.78048780487805,0.5316213661078506,43,48
2022-11-18,3400,ガラス･土石製品,8.844471569524972,0.5319962100625473,39,46
2022-11-25,3400,ガラス･土石製品,9.652509652509654,0.5484237459223051,41,48
2022-12-02,3400,ガラス･土石製品,9.638720353006068,0.5497133133545999,41,48
2022-12-09,3400,ガラス･土石製品,9.638720353006068,0.5457377183428063,41,48
2022-12-16,3400,ガラス･土石製品,9.790402647545505,0.5360326871507501,41,48
2022-12-23,3400,ガラス･土石製品,9.401152593335004,0.5400922507867103,41,48
2022-12-30,3400,ガラス･土石製品,9.559710494571773,0.5396178308930353,41,48
2023-01-06,3400,ガラス･土石製品,9.526434477574542,0.5353220633697393,41,48
2023-01-13,3400,ガラス･土石製品,9.55149085442245,0.5463244819886448,39,46
2023-01-20,3400,ガラス･土石製品,9.877223753445252,0.562870405121077,41,48
2023-01-27,3400,ガラス･土石製品,9.96472862340708,0.5554083718113693,40,47
2023-02-03,3400,ガラス･土石製品,10.134146341463415,0.5813968019948448,41,48
2023-02-10,3400,ガラス･土石製品,10.261685765755812,0.588391848830769,40,47
2023-02-17,3400,ガラス･土石製品,10.493404969492534,0.5881303250685647,40,48
2023-02-24,3400,ガラス･土石製品,10.348207038168518,0.6021688958501337,40,48
2023-03-03,3400,ガラス･土石製品,10.769130748843029,0.5987675695675025,40,48
2023-03-10,3400,ガラス･土石製品,10.814283142831428,0.6025438155817855,40,48
2023-03-17,3400,ガラス･土石製品,10.339698766064863,0.5837602482777893,40,48
2023-03-24,3400,ガラス･土石製品,10.431238975731404,0.6041266664863841,39,47
2023-03-31,3400,ガラス･土石製品,10.48854041013269,0.602888505700456,39,48
2023-04-07,3400,ガラス･土石製品,10.387774035348874,0.5989684490589968,40,48
2023-04-14,3400,ガラス･土石製品,10.62931642145628,0.6030032472975007,40,48
2023-04-21,3400,ガラス･土石製品,10.63214959788856,0.6050135325819535,40,48
2023-04-28,3400,ガラス･土石製品,11.243256015437325,0.6175527178324247,41,48
2023-05-02,3400,ガラス･土石製品,10.79282841424484,0.6063222878560995,40,47
2023-05-12,3400,ガラス･土石製品,10.447215461747138,0.6091471539100786,44,48
2023-05-19,3400,ガラス･土石製品,10.233965595962186,0.6356288937531571,46,47
2023-05-26,3400,ガラス･土石製品,10.322808255424237,0.6286022982821489,47,48
2023-06-02,3400,ガラス･土石製品,9.890801060065638,0.6717326049920225,46,47
2023-06-09,3400,ガラス･土石製品,10.531053105310532,0.6452694151861298,47,48
2023-06-16,3400,ガラス･土石製品,10.767067840020436,0.6864129291958305,46,47
2023-06-23,3400,ガラス･土石製品,11.060151702240255,0.6624615264988147,47,48
2023-06-30,3400,ガラス･土石製品,10.82809111739027,0.7036605872461519,46,47
2023-07-07,3400,ガラス･土石製品,10.94176851186197,0.6706363024101759,47,48
2023-07-14,3400,ガラス･土石製品,10.866113953078145,0.6875394274384933,45,47
2023-07-21,3400,ガラス･土石製品,10.553558590941769,0.7127150433320398,45,47
2023-07-28,3400,ガラス･土石製品,11.061012963048299,0.6989855420115584,46,48
2023-08-04,3400,ガラス･土石製品,10.295341098169718,0.7022300914366154,45,48
2023-08-10,3400,ガラス･土石製品,10.218873811068624,0.7160006835630275,44,48
2023-08-18,3400,ガラス･土石製品,9.719847660251755,0.672867392145239,44,48
2023-08-25,3400,ガラス･土石製品,9.81505591518413,0.6789290274574997,44,48
2023-09-01,3400,ガラス･土石製品,10.30806471502339,0.6870807970179891,44,48
2023-09-08,3400,ガラス･土石製品,10.281183371062756,0.6942450760672185,44,48
2023-09-15,3400,ガラス･土石製品,10.41987375090735,0.6987336103359227,44,48
2023-09-22,3400,ガラス･土石製品,10.4517794318736,0.6934274490136824,44,48
2023-09-29,3400,ガラス･土石製品,9.991530040944198,0.6958123698296284,44,48
2023-10-06,3400,ガラス･土石製品,9.73530192901353,0.6892194976298707,44,48
2023-10-13,3400,ガラス･土石製品,9.601456029039056,0.6793822702025869,44,48
2023-10-20,3400,ガラス･土石製品,9.651021978791224,0.6768826050462495,44,48
2023-10-27,3400,ガラス･土石製品,9.59119085230908,0.6704292032251866,44,48
2023-11-02,3400,ガラス･土石製品,9.832805372582792,0.6871897481150133,44,48
2023-11-10,3400,ガラス･土石製品,10.550573657074585,0.690354307997066,44,48
2023-11-17,3400,ガラス･土石製品,10.517241379310345,0.6886619905727516,43,48
2023-11-24,3400,ガラス･土石製品,10.455665024630541,0.6935635414292058,43,48
2023-12-01,3400,ガラス･土石製品,10.369458128078817,0.7001428964013665,43,48
2023-12-08,3400,ガラス･土石製品,10.149750415973378,0.6818432660034524,43,48
2023-12-15,3400,ガラス･土石製品,10.43956043956044,0.6889858768648487,43,48
2023-12-22,3400,ガラス･土石製品,10.515346722243274,0.6940135358542757,43,48
2023-12-29,3400,ガラス･土石製品,10.666919287608943,0.6998337767746999,43,48
2024-01-05,3400,ガラス･土石製品,10.62811980033278,0.7195166215671877,43,48
2024-01-12,3400,ガラス･土石製品,10.76487252124646,0.721753235109736,43,48
2024-01-19,3400,ガラス･土石製品,10.799573560767591,0.7271067879321397,43,48
2024-01-26,3400,ガラス･土石製品,11.066696657522293,0.7183456059405633,44,48
2024-02-02,3400,ガラス･土石製品,11.05543710021322,0.7434790493295593,43,48
2024-02-09,3400,ガラス･土石製品,10.90085287846482,0.7455620973984503,45,48
2024-02-16,3400,ガラス･土石製品,10.810412428042401,0.7085002913423721,46,48
2024-02-22,3400,ガラス･土石製品,11.153264728446437,0.7181025055253247,46,48
2024-03-01,3400,ガラス･土石製品,11.18253508756872,0.7179156625201673,46,48
2024-03-08,3400,ガラス･土石製品,11.32922878685153,0.7080497223787949,46,48
2024-03-15,3400,ガラス･土石製品,11.425890582218447,0.7205422840787432,46,48
2024-03-22,3400,ガラス･土石製品,11.595301250473664,0.7295034402719058,47,49
2024-03-29,3400,ガラス･土石製品,11.293466667416075,0.7263576560306929,46,48
2024-04-05,3400,ガラス･土石製品,11.25426297840091,0.7143054519329078,47,49
2024-04-12,3400,ガラス･土石製品,11.723562992461094,0.7334655195590806,48,49
2024-04-19,3400,ガラス･土石製品,11.427352467038116,0.7078057159627452,48,49
2024-04-26,3400,ガラス･土石製品,11.123429416112343,0.7216381755681864,47,48
2024-05-02,3400,ガラス･土石製品,11.201998970098025,0.7328378693321594,48,49
2024-05-10,3400,ガラス･土石製品,10.866169058499551,0.7345451017622153,48,49
2024-05-17,3400,ガラス･土石製品,11.779089376053962,0.6823376408246559,49,49
2024-05-24,3400,ガラス･土石製品,11.64699269252389,0.686589733994211,49,49
2024-05-31,3400,ガラス･土石製品,11.779089376053962,0.6911720903946174,49,49
2024-06-07,3400,ガラス･土石製品,11.551433389544687,0.7007186662287971,49,49
2024-06-14,3400,ガラス･土石製品,11.604834176503653,0.7052467041787894,49,49
2024-06-21,3400,ガラス･土石製品,11.186059584035975,0.7106669259699977,49,49
2024-06-28,3400,ガラス･土石製品,11.579539066891511,0.7149520233900395,49,49
2024-07-05,3400,ガラス･土石製品,11.60202360876897,0.7416514765456841,49,49
2024-07-12,3400,ガラス･土石製品,11.79876335019674,0.7383552477610366,49,49
2024-07-19,3400,ガラス･土石製品,11.818437324339516,0.7494788188086935,49,49
2024-07-26,3400,ガラス･土石製品,11.287240022484541,0.7255124140689845,49,49
2024-08-02,3400,ガラス･土石製品,10.408787789347993,0.6954151779375839,48,49
2024-08-09,3400,ガラス･土石製品,9.200577112927302,0.6397980071000768,46,49
2024-08-16,3400,ガラス･土石製品,10.142137586498738,0.6754649218184158,46,49
2024-08-23,3400,ガラス･土石製品,10.085850783589143,0.6944970667587729,46,49
2024-08-30,3400,ガラス･土石製品,10.19594818997011,0.6802874650621596,45,49
2024-09-06,3400,ガラス･土石製品,9.346495785706038,0.6670061907338126,45,49
2024-09-13,3400,ガラス･土石製品,9.497543115907119,0.664010390141349,45,49
2024-09-20,3400,ガラス･土石製品,9.740822815300124,0.6784405307678733,45,49
2024-09-27,3400,ガラス･土石製品,10.062348458607552,0.7005446798417633,45,49
2024-10-04,3400,ガラス･土石製品,9.913649950182664,0.6974643912592269,45,49
2024-10-11,3400,ガラス･土石製品,9.966480636725732,0.6883893036919505,46,49
2024-10-18,3400,ガラス･土石製品,9.949697801704634,0.6872637015990006,46,49
2024-10-25,3400,ガラス･土石製品,9.94160808299267,0.659037195788261,46,49
2024-11-01,3400,ガラス･土石製品,9.980073065426769,0.6789843807788725,45,48
2024-11-08,3400,ガラス･土石製品,10.247041336971495,0.683602849615844,46,49
2024-11-15,3400,ガラス･土石製品,9.946861507804716,0.6576630693705077,45,49
2024-11-22,3400,ガラス･土石製品,9.9467551986067,0.6624255618334449,44,49
2024-11-29,3400,ガラス･土石製品,9.777241303632174,0.6611989179568145,43,48
2024-12-06,3400,ガラス･土石製品,9.825055282630716,0.6750694171012707,44,49
2024-12-13,3400,ガラス･土石製品,9.860493098017358,0.683602849615844,44,49
2024-12-20,3400,ガラス･土石製品,9.946861507804716,0.6665798190544636,45,49
2024-12-27,3400,ガラス･土石製品,9.996678844237795,0.6762403961422095,45,49
2024-12-30,3400,ガラス･土石製品,10.013284623048822,0.6769722580427964,45,49
2025-01-10,3400,ガラス･土石製品,9.962238339086408,0.6569192419667178,44,49
2025-01-17,3400,ガラス･土石製品,9.927539645471592,0.650478857241554,44,49
2025-01-24,3400,ガラス･土石製品,9.987463611163399,0.6411480330235152,44,49
2025-01-31,3400,ガラス･土石製品,10.046850252443807,0.6576511038673046,44,49
2025-02-07,3400,ガラス･土石製品,10.153429602888087,0.6344392643220327,45,49
2025-02-14,3400,ガラス･土石製品,10.442258326379466,0.6643959835449197,46,49
2025-02-21,3400,ガラス･土石製品,10.329120488094048,0.6783297208829123,46,49
2025-02-28,3400,ガラス･土石製品,10.298196573224269,0.6757493991536545,46,49
2025-03-07,3400,ガラス･土石製品,10.365082477020042,0.674751979959828,46,49
2025-03-14,3400,ガラス･土石製品,10.453339008104583,0.6793343363602343,46,49
2025-03-21,3400,ガラス･土石製品,10.603430478200004,0.6897101504902671,46,49
2025-03-28,3400,ガラス･土石製品,10.509947857065388,0.6898577768067247,46,49
2025-04-04,3400,ガラス･土石製品,9.949561070898882,0.641025641025641,46,49
2025-04-11,3400,ガラス･土石製品,9.795993211413744,0.6264658684113072,46,49
2025-04-18,3400,ガラス･土石製品,9.969879302246493,0.6511541784964819,46,49
2025-04-25,3400,ガラス･土石製品,9.942667675093364,0.6650594948467289,46,49
2025-05-02,3400,ガラス･土石製品,9.946861507804716,0.6809782826351891,45,48
2025-05-09,3400,ガラス･土石製品,9.979142945267114,0.6766340808893999,46,49
2025-05-16,3400,ガラス･土石製品,9.871426017827531,0.6394673287303267,46,48
2025-05-23,3400,ガラス･土石製品,9.784377542717657,0.6424042003086026,47,49
2025-05-30,3400,ガラス･土石製品,10.037281330656725,0.6651403522097199,47,49
2025-06-06,3400,ガラス･土石製品,9.905523813081171,0.6686662118898177,46,48
2025-06-13,3400,ガラス･土石製品,9.84258492129246,0.6900966786384696,47,49
2025-06-20,3400,ガラス･土石製品,9.951247490679668,0.6759909289178719,47,49
2025-06-27,3400,ガラス･土石製品,10.037281330656725,0.6567090482656462,47,49
2025-07-04,3400,ガラス･土石製品,10.233239521368414,0.6659288283993833,46,48
2025-07-11,3400,ガラス･土石製品,10.375507921934954,0.6737495275457719,46,48
2025-07-18,3400,ガラス･土石製品,10.04684064620973,0.6835863326135784,47,49
2025-07-25,3400,ガラス･土石製品,10.197175592859045,0.6911817363092848,47,49
2025-08-01,3400,ガラス･土石製品,10.838666960935775,0.7112644438668211,47,49
2025-08-08,3400,ガラス･土石製品,11.025223759153784,0.7181212196025182,47,49
2025-08-15,3400,ガラス･土石製品,11.4264985943593,0.7171954079743241,47,49
2025-08-22,3400,ガラス･土石製品,11.226988301441915,0.7297456396197185,47,49
