Date,Mkt,MktNm,Index,Constituents
2024-03-29,0112,スタンダード,107.7612322584634,1534
2024-03-29,0113,グロース,66.87873152588821,505
2024-04-05,0111,プライム,125.46805349182763,1551
2024-04-05,0112,スタンダード,105.78358208955223,1537
2024-04-05,0113,グロース,64.93807713199348,504
2024-04-12,0111,プライム,127.86287381473377,1551
2024-04-12,0112,スタンダード,107.11260105533233,1524
2024-04-12,0113,グロース,64.4434429923389,507
2024-04-19,0111,プライム,123.29966329966331,1551
2024-04-19,0112,スタンダード,104.20556521389597,1532
2024-04-19,0113,グロース,62.21020092735703,507
2024-04-26,0111,プライム,125.5654761904762,1551
2024-04-26,0112,スタンダード,104.43037974683544,1525
2024-04-26,0113,グロース,63.92405063291139,505
2024-05-02,0111,プライム,126.4720942140297,1551
2024-05-02,0112,スタンダード,105.03346080305927,1510
2024-05-02,0113,グロース,63.51822151742863,506
2024-05-10,0111,プライム,128.4789644012945,1551
2024-05-10,0112,スタンダード,105.34553420751969,1530
2024-05-10,0113,グロース,63.13453536754508,507
2024-05-17,0111,プライム,127.491961414791,1551
2024-05-17,0112,スタンダード,104.02886349969933,1529
2024-05-17,0113,グロース,62.79873533936836,506
2024-05-24,0111,プライム,126.39423076923077,1551
2024-05-24,0112,スタンダード,104.17422867513612,1529
2024-05-24,0113,グロース,63.32524925895985,507
2024-05-31,0111,プライム,127.32626619552414,1551
2024-05-31,0112,スタンダード,104.14903788340261,1530
2024-05-31,0113,グロース,60.873080032336304,509
2024-06-07,0111,プライム,126.21052631578947,1551
2024-06-07,0112,スタンダード,104.26716141001855,1517
2024-06-07,0113,グロース,62.70235979462875,506
2024-06-14,0111,プライム,127.48184019370461,1551
2024-06-14,0112,スタンダード,105.27159436834094,1518
2024-06-14,0113,グロース,63.15565048423909,510
2024-06-21,0111,プライム,127.25877192982455,1551
2024-06-21,0112,スタンダード,105.7202380952381,1516
2024-06-21,0113,グロース,62.61585993820803,517
2024-06-28,0111,プライム,129.46341463414635,1551
2024-06-28,0112,スタンダード,106.78304239401497,1535
2024-06-28,0113,グロース,65.0190114068441,517
2024-07-05,0111,プライム,129.81393336218088,1551
2024-07-05,0112,スタンダード,107.78894472361809,1535
2024-07-05,0113,グロース,64.13581008441867,520
2024-07-12,0111,プライム,131.5351418002466,1551
